,ip,event_date,tcm_id,response
0,246877993,2019-01-30,tcm:526-209216,0
1,246877993,2019-01-30,tcm:526-261006,0
2,246877993,2019-01-30,tcm:526-346380,0
3,246877993,2019-01-30,tcm:526-655038,0
4,246877993,2019-01-30,tcm:526-782343,1
5,246877993,2019-01-30,tcm:526-209028,0
6,246877993,2019-02-27,tcm:526-10787,1
7,246877993,2019-02-27,tcm:526-551763,0
8,246877993,2019-02-27,tcm:526-52560,0
9,246877993,2019-02-27,tcm:526-492865,0
10,246877993,2019-02-27,tcm:526-418532,1
11,246877993,2019-02-27,tcm:526-276414,1
12,246877993,2019-02-27,tcm:526-249921,0
13,246877993,2019-02-27,tcm:526-228258,0
14,246877993,2019-02-27,tcm:526-187302,0
15,246877993,2019-05-30,tcm:526-164352,0
16,246877993,2019-05-30,tcm:526-12174,0
17,246877993,2019-05-30,tcm:526-116442,0
18,246877993,2019-05-30,tcm:526-93195,0
19,246877993,2019-05-30,tcm:526-149043,0
20,246877993,2019-05-30,tcm:526-653510,0
21,246877993,2019-05-30,tcm:526-208086,1
22,246877993,2019-05-30,tcm:526-688510,0
23,246877993,2019-05-30,tcm:526-16645,0
24,246877993,2019-04-25,tcm:526-679101,0
25,246877993,2019-04-25,tcm:526-782343,0
26,246877993,2019-04-25,tcm:526-93195,1
27,246877993,2019-04-25,tcm:526-12174,0
28,246877993,2019-04-25,tcm:526-208086,0
29,246877993,2019-04-25,tcm:526-656536,1
30,246877993,2019-07-24,tcm:526-244935,0
31,246877993,2019-07-24,tcm:526-40469,0
32,246877993,2019-07-24,tcm:526-653510,0
33,246877993,2019-07-24,tcm:526-13782,0
34,246877993,2019-07-24,tcm:526-12174,0
35,246877993,2019-07-24,tcm:526-695181,0
36,246877993,2019-07-24,tcm:526-149043,0
37,246877993,2019-07-24,tcm:526-16645,0
38,246877993,2019-07-24,tcm:526-208086,0
39,246877993,2019-07-24,tcm:526-239640,0
40,246877993,2019-06-26,tcm:526-244935,0
41,246877993,2019-06-26,tcm:526-208086,0
42,246877993,2019-06-26,tcm:526-191289,1
43,246877993,2019-06-26,tcm:526-682379,1
44,246877993,2019-06-26,tcm:526-653510,1
45,246877993,2019-06-26,tcm:526-149043,0
46,246877993,2019-06-26,tcm:526-12174,0
47,246877993,2019-06-26,tcm:526-712788,0
48,246877993,2019-10-30,tcm:526-12167,0
49,246877993,2019-10-30,tcm:526-116442,0
50,246877993,2019-10-30,tcm:526-259315,1
51,246877993,2019-10-30,tcm:526-231792,0
52,246877993,2019-10-30,tcm:526-208086,0
53,246877993,2019-10-30,tcm:526-153236,0
54,246877993,2019-10-30,tcm:526-12174,0
55,246877993,2019-09-26,tcm:526-258965,0
56,246877993,2019-09-26,tcm:526-12167,1
57,246877993,2019-09-26,tcm:526-116442,0
58,246877993,2019-09-26,tcm:526-10838,0
59,246877993,2019-09-26,tcm:526-10849,0
60,246877993,2019-09-26,tcm:526-22867,1
61,246877993,2019-09-26,tcm:526-208086,0
62,246877993,2019-09-26,tcm:526-707567,0
63,246877993,2019-09-26,tcm:526-707527,0
64,246877993,2019-08-28,tcm:526-13782,0
65,246877993,2019-08-28,tcm:526-199040,0
66,246877993,2019-08-28,tcm:526-208086,0
67,246877993,2019-08-28,tcm:526-22867,1
68,246877993,2019-08-28,tcm:526-239640,1
69,246877993,2019-08-28,tcm:526-704480,0
70,246877993,2019-08-28,tcm:526-695181,0
71,246877993,2019-08-28,tcm:526-10838,0
72,246877993,2019-03-27,tcm:526-681575,0
73,246877993,2019-03-27,tcm:526-208086,0
74,246877993,2019-03-27,tcm:526-12180,0
75,246877993,2019-03-27,tcm:526-674187,0
76,246877993,2019-03-27,tcm:526-670542,0
77,246877993,2019-03-27,tcm:526-654768,0
78,246877993,2019-03-27,tcm:526-80807,0
79,246877993,2019-03-27,tcm:526-418532,0
80,224772209,2019-07-24,tcm:526-239640,0
81,224772209,2019-07-24,tcm:526-244935,0
82,224772209,2019-07-24,tcm:526-40469,0
83,224772209,2019-07-24,tcm:526-653510,0
84,224772209,2019-07-24,tcm:526-695181,0
85,224772209,2019-07-24,tcm:526-208086,0
86,224772209,2019-07-24,tcm:526-149043,0
87,224772209,2019-07-24,tcm:526-16645,1
88,224772209,2019-07-24,tcm:526-13782,0
89,224772209,2019-06-26,tcm:526-12174,0
90,224772209,2019-06-26,tcm:526-149043,0
91,224772209,2019-06-26,tcm:526-16645,0
92,224772209,2019-06-26,tcm:526-208086,0
93,224772209,2019-06-26,tcm:526-191289,0
94,224772209,2019-06-26,tcm:526-682379,1
95,224772209,2019-06-26,tcm:526-653510,1
96,224772209,2019-06-26,tcm:526-244935,0
97,224772209,2019-04-25,tcm:526-208086,0
98,224772209,2019-04-25,tcm:526-656536,0
99,224772209,2019-04-25,tcm:526-93195,1
100,224772209,2019-04-25,tcm:526-249037,1
101,224772209,2019-04-25,tcm:526-782343,0
102,224772209,2019-04-25,tcm:526-12174,0
103,224772209,2019-04-25,tcm:526-684643,1
104,224772209,2019-04-25,tcm:526-70899,0
105,224772209,2019-04-25,tcm:526-679101,0
106,224772209,2019-10-30,tcm:526-22867,0
107,224772209,2019-10-30,tcm:526-231792,0
108,224772209,2019-10-30,tcm:526-259315,0
109,224772209,2019-10-30,tcm:526-153236,0
110,224772209,2019-10-30,tcm:526-12174,0
111,224772209,2019-10-30,tcm:526-12167,0
112,224772209,2019-10-30,tcm:526-116442,0
113,224772209,2019-10-30,tcm:526-18025,0
114,224772209,2019-10-30,tcm:526-208086,0
115,224772209,2019-01-30,tcm:526-204679,0
116,224772209,2019-01-30,tcm:526-346380,0
117,224772209,2019-01-30,tcm:526-273898,0
118,224772209,2019-01-30,tcm:526-209028,0
119,224772209,2019-01-30,tcm:526-261006,1
120,224772209,2019-01-30,tcm:526-782343,0
121,224772209,2019-01-30,tcm:526-784445,0
122,224772209,2019-09-26,tcm:526-208086,0
123,224772209,2019-09-26,tcm:526-12174,0
124,224772209,2019-09-26,tcm:526-12167,0
125,224772209,2019-09-26,tcm:526-116442,0
126,224772209,2019-09-26,tcm:526-10849,0
127,224772209,2019-09-26,tcm:526-10838,0
128,224772209,2019-09-26,tcm:526-258965,0
129,224772209,2019-09-26,tcm:526-707567,0
130,224772209,2019-02-27,tcm:526-492865,0
131,224772209,2019-02-27,tcm:526-418532,0
132,224772209,2019-02-27,tcm:526-276414,0
133,224772209,2019-02-27,tcm:526-249921,0
134,224772209,2019-02-27,tcm:526-228258,0
135,224772209,2019-02-27,tcm:526-224772,1
136,224772209,2019-02-27,tcm:526-551763,1
137,224772209,2019-02-27,tcm:526-187302,0
138,224772209,2019-05-30,tcm:526-653510,1
139,224772209,2019-05-30,tcm:526-688510,0
140,224772209,2019-05-30,tcm:526-149043,0
141,224772209,2019-05-30,tcm:526-116442,0
142,224772209,2019-05-30,tcm:526-16645,0
143,224772209,2019-05-30,tcm:526-208086,1
144,224772209,2019-05-30,tcm:526-12174,0
145,224772209,2019-05-30,tcm:526-164352,0
146,224772209,2019-05-30,tcm:526-93195,0
147,224772209,2019-05-30,tcm:526-46242,0
148,224772209,2019-03-27,tcm:526-12180,1
149,224772209,2019-03-27,tcm:526-208086,0
150,224772209,2019-03-27,tcm:526-654768,0
151,224772209,2019-03-27,tcm:526-670542,1
152,224772209,2019-03-27,tcm:526-674187,0
153,224772209,2019-03-27,tcm:526-681575,0
154,224772209,2019-03-27,tcm:526-681575,0
155,224772209,2019-03-27,tcm:526-682576,0
156,224772209,2019-03-27,tcm:526-80807,0
157,224772209,2019-08-28,tcm:526-22867,0
158,224772209,2019-08-28,tcm:526-239640,0
159,224772209,2019-08-28,tcm:526-695181,1
160,224772209,2019-08-28,tcm:526-704480,0
161,224772209,2019-08-28,tcm:526-116442,0
162,224772209,2019-08-28,tcm:526-10838,0
163,224772209,2019-08-28,tcm:526-13782,0
164,224772209,2019-08-28,tcm:526-199040,0
165,224772209,2019-08-28,tcm:526-12174,0
166,230774708,2019-03-27,tcm:526-418532,0
167,230774708,2019-03-27,tcm:526-674187,0
168,230774708,2019-03-27,tcm:526-12180,0
169,230774708,2019-03-27,tcm:526-681575,0
170,230774708,2019-03-27,tcm:526-654768,0
171,230774708,2019-03-27,tcm:526-682576,0
172,230774708,2019-03-27,tcm:526-670542,0
173,230774708,2019-06-26,tcm:526-16645,0
174,230774708,2019-06-26,tcm:526-653510,0
175,230774708,2019-06-26,tcm:526-12174,0
176,230774708,2019-06-26,tcm:526-191289,0
177,230774708,2019-06-26,tcm:526-682379,0
178,230774708,2019-06-26,tcm:526-208086,0
179,230774708,2019-06-26,tcm:526-237984,1
180,230774708,2019-06-26,tcm:526-149043,0
181,230774708,2019-04-25,tcm:526-388698,0
182,230774708,2019-04-25,tcm:526-679101,0
183,230774708,2019-04-25,tcm:526-12174,0
184,230774708,2019-04-25,tcm:526-93195,0
185,230774708,2019-04-25,tcm:526-782343,0
186,230774708,2019-04-25,tcm:526-70899,0
187,230774708,2019-01-30,tcm:526-209028,0
188,230774708,2019-01-30,tcm:526-209216,0
189,230774708,2019-01-30,tcm:526-261006,1
190,230774708,2019-01-30,tcm:526-273898,0
191,230774708,2019-01-30,tcm:526-385364,1
192,230774708,2019-01-30,tcm:526-655038,0
193,230774708,2019-01-30,tcm:526-782343,0
194,230774708,2019-09-26,tcm:526-10838,0
195,230774708,2019-09-26,tcm:526-22867,0
196,230774708,2019-09-26,tcm:526-258965,0
197,230774708,2019-09-26,tcm:526-116442,0
198,230774708,2019-09-26,tcm:526-707567,1
199,230774708,2019-09-26,tcm:526-707527,0
200,230774708,2019-09-26,tcm:526-10849,0
201,230774708,2019-09-26,tcm:526-208086,0
202,230774708,2019-09-26,tcm:526-12167,0
203,230774708,2019-09-26,tcm:526-12174,0
204,230774708,2019-08-28,tcm:526-116442,0
205,230774708,2019-08-28,tcm:526-10838,0
206,230774708,2019-08-28,tcm:526-704480,0
207,230774708,2019-08-28,tcm:526-695181,0
208,230774708,2019-08-28,tcm:526-239640,0
209,230774708,2019-08-28,tcm:526-22867,0
210,230774708,2019-08-28,tcm:526-208086,1
211,230774708,2019-08-28,tcm:526-199040,0
212,230774708,2019-08-28,tcm:526-13782,0
213,230774708,2019-08-28,tcm:526-12174,0
214,230774708,2019-10-30,tcm:526-22867,1
215,230774708,2019-10-30,tcm:526-231792,1
216,230774708,2019-10-30,tcm:526-248966,0
217,230774708,2019-10-30,tcm:526-259315,0
218,230774708,2019-10-30,tcm:526-116442,1
219,230774708,2019-10-30,tcm:526-12167,0
220,230774708,2019-10-30,tcm:526-12174,0
221,230774708,2019-10-30,tcm:526-18025,1
222,230774708,2019-10-30,tcm:526-208086,0
223,230774708,2019-07-24,tcm:526-40469,0
224,230774708,2019-07-24,tcm:526-695181,0
225,230774708,2019-07-24,tcm:526-239640,0
226,230774708,2019-07-24,tcm:526-208086,0
227,230774708,2019-07-24,tcm:526-16645,0
228,230774708,2019-07-24,tcm:526-149043,0
229,230774708,2019-07-24,tcm:526-13782,1
230,230774708,2019-07-24,tcm:526-12174,0
231,230774708,2019-07-24,tcm:526-653510,0
232,230774708,2019-05-30,tcm:526-16645,1
233,230774708,2019-05-30,tcm:526-208086,0
234,230774708,2019-05-30,tcm:526-116442,0
235,230774708,2019-05-30,tcm:526-149043,1
236,230774708,2019-05-30,tcm:526-93195,0
237,230774708,2019-05-30,tcm:526-688510,0
238,230774708,2019-05-30,tcm:526-653510,1
239,230774708,2019-05-30,tcm:526-46242,0
240,230774708,2019-02-27,tcm:526-418532,0
241,230774708,2019-02-27,tcm:526-187302,0
242,230774708,2019-02-27,tcm:526-276414,0
243,230774708,2019-02-27,tcm:526-224772,0
244,230774708,2019-02-27,tcm:526-228258,0
245,230774708,2019-02-27,tcm:526-249921,0
246,230774708,2019-02-27,tcm:526-492865,0
247,46571966,2019-09-26,tcm:526-22867,1
248,46571966,2019-09-26,tcm:526-10838,0
249,46571966,2019-09-26,tcm:526-10849,0
250,46571966,2019-09-26,tcm:526-116442,0
251,46571966,2019-09-26,tcm:526-12167,0
252,46571966,2019-09-26,tcm:526-12174,0
253,46571966,2019-09-26,tcm:526-208086,0
254,46571966,2019-09-26,tcm:526-258965,0
255,46571966,2019-09-26,tcm:526-707527,0
256,46571966,2019-09-26,tcm:526-707567,1
257,46571966,2019-07-24,tcm:526-13782,1
258,46571966,2019-07-24,tcm:526-12174,0
259,46571966,2019-07-24,tcm:526-244935,0
260,46571966,2019-07-24,tcm:526-40469,1
261,46571966,2019-07-24,tcm:526-208086,0
262,46571966,2019-07-24,tcm:526-16645,0
263,46571966,2019-07-24,tcm:526-149043,0
264,46571966,2019-03-27,tcm:526-674187,0
265,46571966,2019-03-27,tcm:526-682576,0
266,46571966,2019-03-27,tcm:526-80807,0
267,46571966,2019-03-27,tcm:526-681575,0
268,46571966,2019-03-27,tcm:526-12180,0
269,46571966,2019-03-27,tcm:526-208086,0
270,46571966,2019-03-27,tcm:526-418532,0
271,46571966,2019-03-27,tcm:526-654768,0
272,46571966,2019-03-27,tcm:526-670542,0
273,46571966,2019-01-30,tcm:526-209216,0
274,46571966,2019-01-30,tcm:526-209028,1
275,46571966,2019-01-30,tcm:526-204679,0
276,46571966,2019-01-30,tcm:526-655038,0
277,46571966,2019-01-30,tcm:526-385364,0
278,46571966,2019-01-30,tcm:526-346380,0
279,46571966,2019-01-30,tcm:526-273898,1
280,46571966,2019-01-30,tcm:526-261006,0
281,46571966,2019-02-27,tcm:526-52560,0
282,46571966,2019-02-27,tcm:526-228258,0
283,46571966,2019-02-27,tcm:526-418532,0
284,46571966,2019-02-27,tcm:526-276414,0
285,46571966,2019-02-27,tcm:526-492865,0
286,46571966,2019-02-27,tcm:526-224772,0
287,46571966,2019-02-27,tcm:526-10787,0
288,46571966,2019-05-30,tcm:526-653510,1
289,46571966,2019-05-30,tcm:526-208086,0
290,46571966,2019-05-30,tcm:526-16645,0
291,46571966,2019-05-30,tcm:526-164352,0
292,46571966,2019-05-30,tcm:526-116442,0
293,46571966,2019-05-30,tcm:526-46242,0
294,46571966,2019-05-30,tcm:526-93195,0
295,46571966,2019-05-30,tcm:526-688510,1
296,46571966,2019-10-30,tcm:526-248966,0
297,46571966,2019-10-30,tcm:526-153236,0
298,46571966,2019-10-30,tcm:526-259315,1
299,46571966,2019-10-30,tcm:526-12167,0
300,46571966,2019-10-30,tcm:526-18025,0
301,46571966,2019-10-30,tcm:526-208086,0
302,46571966,2019-10-30,tcm:526-22867,0
303,46571966,2019-10-30,tcm:526-12174,0
304,46571966,2019-04-25,tcm:526-684643,1
305,46571966,2019-04-25,tcm:526-249037,0
306,46571966,2019-04-25,tcm:526-388698,0
307,46571966,2019-04-25,tcm:526-12174,0
308,46571966,2019-04-25,tcm:526-93195,1
309,46571966,2019-04-25,tcm:526-70899,0
310,46571966,2019-04-25,tcm:526-208086,0
311,46571966,2019-04-25,tcm:526-656536,0
312,46571966,2019-08-28,tcm:526-695181,1
313,46571966,2019-08-28,tcm:526-239640,0
314,46571966,2019-08-28,tcm:526-12174,0
315,46571966,2019-08-28,tcm:526-116442,1
316,46571966,2019-08-28,tcm:526-199040,0
317,46571966,2019-08-28,tcm:526-22867,1
318,46571966,2019-06-26,tcm:526-191289,0
319,46571966,2019-06-26,tcm:526-16645,1
320,46571966,2019-06-26,tcm:526-149043,0
321,46571966,2019-06-26,tcm:526-12174,0
322,46571966,2019-06-26,tcm:526-712788,0
323,46571966,2019-06-26,tcm:526-682379,0
324,46571966,2019-06-26,tcm:526-653510,1
325,46571966,2019-06-26,tcm:526-208086,0
326,46571966,2019-06-26,tcm:526-237984,0
327,46571966,2019-06-26,tcm:526-244935,0
328,224640766,2019-08-28,tcm:526-22867,0
329,224640766,2019-08-28,tcm:526-704480,0
330,224640766,2019-08-28,tcm:526-239640,0
331,224640766,2019-08-28,tcm:526-695181,0
332,224640766,2019-08-28,tcm:526-208086,1
333,224640766,2019-08-28,tcm:526-199040,1
334,224640766,2019-08-28,tcm:526-13782,0
335,224640766,2019-08-28,tcm:526-12174,0
336,224640766,2019-08-28,tcm:526-116442,0
337,224640766,2019-08-28,tcm:526-10838,1
338,224640766,2019-07-24,tcm:526-12174,1
339,224640766,2019-07-24,tcm:526-16645,0
340,224640766,2019-07-24,tcm:526-695181,0
341,224640766,2019-07-24,tcm:526-149043,1
342,224640766,2019-07-24,tcm:526-239640,0
343,224640766,2019-07-24,tcm:526-208086,0
344,224640766,2019-07-24,tcm:526-244935,0
345,224640766,2019-07-24,tcm:526-13782,0
346,224640766,2019-07-24,tcm:526-40469,0
347,224640766,2019-04-25,tcm:526-388698,0
348,224640766,2019-04-25,tcm:526-70899,0
349,224640766,2019-04-25,tcm:526-208086,0
350,224640766,2019-04-25,tcm:526-684643,0
351,224640766,2019-04-25,tcm:526-679101,0
352,224640766,2019-04-25,tcm:526-656536,0
353,224640766,2019-04-25,tcm:526-93195,0
354,224640766,2019-04-25,tcm:526-782343,0
355,224640766,2019-05-30,tcm:526-653510,0
356,224640766,2019-05-30,tcm:526-93195,0
357,224640766,2019-05-30,tcm:526-12174,0
358,224640766,2019-05-30,tcm:526-164352,0
359,224640766,2019-05-30,tcm:526-16645,0
360,224640766,2019-05-30,tcm:526-208086,0
361,224640766,2019-05-30,tcm:526-46242,1
362,224640766,2019-10-30,tcm:526-248966,0
363,224640766,2019-10-30,tcm:526-231792,0
364,224640766,2019-10-30,tcm:526-22867,1
365,224640766,2019-10-30,tcm:526-208086,0
366,224640766,2019-10-30,tcm:526-153236,0
367,224640766,2019-10-30,tcm:526-12167,0
368,224640766,2019-10-30,tcm:526-12174,0
369,224640766,2019-10-30,tcm:526-18025,0
370,224640766,2019-10-30,tcm:526-116442,0
371,224640766,2019-02-27,tcm:526-276414,1
372,224640766,2019-02-27,tcm:526-492865,1
373,224640766,2019-02-27,tcm:526-52560,0
374,224640766,2019-02-27,tcm:526-551763,0
375,224640766,2019-02-27,tcm:526-187302,0
376,224640766,2019-02-27,tcm:526-228258,0
377,224640766,2019-01-30,tcm:526-209216,0
378,224640766,2019-01-30,tcm:526-204679,0
379,224640766,2019-01-30,tcm:526-782343,0
380,224640766,2019-01-30,tcm:526-655038,0
381,224640766,2019-01-30,tcm:526-784445,0
382,224640766,2019-01-30,tcm:526-385364,0
383,224640766,2019-01-30,tcm:526-346380,0
384,224640766,2019-01-30,tcm:526-273898,1
385,224640766,2019-01-30,tcm:526-261006,0
386,224640766,2019-03-27,tcm:526-681575,0
387,224640766,2019-03-27,tcm:526-682576,1
388,224640766,2019-03-27,tcm:526-12180,0
389,224640766,2019-03-27,tcm:526-674187,0
390,224640766,2019-03-27,tcm:526-418532,0
391,224640766,2019-03-27,tcm:526-80807,1
392,224640766,2019-03-27,tcm:526-681575,1
393,224640766,2019-06-26,tcm:526-208086,0
394,224640766,2019-06-26,tcm:526-191289,0
395,224640766,2019-06-26,tcm:526-16645,0
396,224640766,2019-06-26,tcm:526-149043,0
397,224640766,2019-06-26,tcm:526-12174,1
398,224640766,2019-06-26,tcm:526-653510,0
399,224640766,2019-06-26,tcm:526-712788,0
400,224640766,2019-06-26,tcm:526-237984,0
401,224640766,2019-09-26,tcm:526-12174,0
402,224640766,2019-09-26,tcm:526-116442,0
403,224640766,2019-09-26,tcm:526-10838,0
404,224640766,2019-09-26,tcm:526-10849,0
405,224640766,2019-09-26,tcm:526-707527,0
406,224640766,2019-09-26,tcm:526-707567,0
407,224640766,2019-09-26,tcm:526-258965,0
408,1356756,2019-01-30,tcm:526-385364,0
409,1356756,2019-01-30,tcm:526-346380,0
410,1356756,2019-01-30,tcm:526-782343,0
411,1356756,2019-01-30,tcm:526-784445,1
412,1356756,2019-01-30,tcm:526-273898,0
413,1356756,2019-01-30,tcm:526-261006,0
414,1356756,2019-01-30,tcm:526-209216,0
415,1356756,2019-01-30,tcm:526-204679,0
416,1356756,2019-09-26,tcm:526-258965,0
417,1356756,2019-09-26,tcm:526-22867,0
418,1356756,2019-09-26,tcm:526-208086,0
419,1356756,2019-09-26,tcm:526-707567,0
420,1356756,2019-09-26,tcm:526-12174,0
421,1356756,2019-09-26,tcm:526-12167,0
422,1356756,2019-09-26,tcm:526-116442,0
423,1356756,2019-09-26,tcm:526-10849,0
424,1356756,2019-09-26,tcm:526-707527,0
425,1356756,2019-04-25,tcm:526-12174,0
426,1356756,2019-04-25,tcm:526-93195,0
427,1356756,2019-04-25,tcm:526-782343,1
428,1356756,2019-04-25,tcm:526-70899,1
429,1356756,2019-04-25,tcm:526-684643,0
430,1356756,2019-04-25,tcm:526-679101,0
431,1356756,2019-04-25,tcm:526-656536,0
432,1356756,2019-04-25,tcm:526-388698,1
433,1356756,2019-04-25,tcm:526-249037,0
434,1356756,2019-04-25,tcm:526-208086,1
435,1356756,2019-08-28,tcm:526-695181,0
436,1356756,2019-08-28,tcm:526-10838,0
437,1356756,2019-08-28,tcm:526-116442,0
438,1356756,2019-08-28,tcm:526-12174,0
439,1356756,2019-08-28,tcm:526-13782,0
440,1356756,2019-08-28,tcm:526-199040,0
441,1356756,2019-08-28,tcm:526-208086,0
442,1356756,2019-08-28,tcm:526-22867,0
443,1356756,2019-08-28,tcm:526-704480,0
444,1356756,2019-02-27,tcm:526-228258,0
445,1356756,2019-02-27,tcm:526-224772,0
446,1356756,2019-02-27,tcm:526-10787,1
447,1356756,2019-02-27,tcm:526-551763,0
448,1356756,2019-02-27,tcm:526-249921,0
449,1356756,2019-02-27,tcm:526-52560,0
450,1356756,2019-02-27,tcm:526-492865,1
451,1356756,2019-02-27,tcm:526-418532,0
452,1356756,2019-02-27,tcm:526-276414,1
453,1356756,2019-02-27,tcm:526-187302,1
454,1356756,2019-06-26,tcm:526-16645,0
455,1356756,2019-06-26,tcm:526-237984,1
456,1356756,2019-06-26,tcm:526-712788,0
457,1356756,2019-06-26,tcm:526-682379,0
458,1356756,2019-06-26,tcm:526-244935,0
459,1356756,2019-05-30,tcm:526-46242,0
460,1356756,2019-05-30,tcm:526-688510,0
461,1356756,2019-05-30,tcm:526-653510,0
462,1356756,2019-05-30,tcm:526-93195,0
463,1356756,2019-05-30,tcm:526-116442,0
464,1356756,2019-05-30,tcm:526-12174,0
465,1356756,2019-05-30,tcm:526-149043,0
466,1356756,2019-05-30,tcm:526-164352,0
467,1356756,2019-05-30,tcm:526-16645,0
468,1356756,2019-07-24,tcm:526-239640,0
469,1356756,2019-07-24,tcm:526-16645,0
470,1356756,2019-07-24,tcm:526-149043,0
471,1356756,2019-07-24,tcm:526-13782,1
472,1356756,2019-07-24,tcm:526-12174,0
473,1356756,2019-07-24,tcm:526-653510,0
474,1356756,2019-07-24,tcm:526-208086,0
475,1356756,2019-10-30,tcm:526-153236,0
476,1356756,2019-10-30,tcm:526-12174,0
477,1356756,2019-10-30,tcm:526-22867,0
478,1356756,2019-10-30,tcm:526-208086,0
479,1356756,2019-10-30,tcm:526-248966,0
480,1356756,2019-10-30,tcm:526-18025,0
481,1356756,2019-10-30,tcm:526-259315,0
482,1356756,2019-10-30,tcm:526-12167,0
483,1356756,2019-10-30,tcm:526-116442,0
484,1356756,2019-10-30,tcm:526-231792,0
485,1356756,2019-03-27,tcm:526-682576,0
486,1356756,2019-03-27,tcm:526-681575,0
487,1356756,2019-03-27,tcm:526-674187,1
488,1356756,2019-03-27,tcm:526-80807,1
489,1356756,2019-03-27,tcm:526-670542,0
490,1356756,2019-03-27,tcm:526-681575,0
